,image_id,labels,boxes
1269,1603,"[7, 1, 8]","[[0.6798730492591858, 0.6441406011581421, 0.6921777129173279, 1.0], [0.5107715129852295, 0.5645312666893005, 0.5264551043510437, 0.6700780987739563], [0.4508593678474426, 0.49492186307907104, 0.4552929699420929, 0.5844531059265137]]"
1270,1038,"[1, 1, 1, 1, 1, 3, 2, 1, 7]","[[0.3517382740974426, 0.6937500238418579, 0.43357422947883606, 1.0], [0.47615233063697815, 0.543749988079071, 0.4901171922683716, 0.6546093821525574], [0.49541014432907104, 0.5760156512260437, 0.5184179544448853, 0.7775781154632568], [0.485595703125, 0.6826562285423279, 0.5282323956489563, 0.9939062595367432], [0.39109376072883606, 0.5560937523841858, 0.40714845061302185, 0.654296875], [0.008964844048023224, 0.4089062511920929, 0.018789062276482582, 0.5186718702316284], [0.014833983965218067, 0.2240625023841858, 0.04599609225988388, 0.710156261920929], [0.0, 0.5830468535423279, 0.029433593153953552, 0.9975781440734863], [0.5053613185882568, 0.49367186427116394, 0.5084667801856995, 0.5757812261581421]]"
1271,475,"[8, 5, 1, 3, 1, 1, 7, 1, 1, 1, 8, 5, 8, 7]","[[0.4734570384025574, 0.5753124952316284, 0.4772265553474426, 0.6924218535423279], [0.47340819239616394, 0.635937511920929, 0.4776367247104645, 0.7087500095367432], [0.0, 0.5617969036102295, 0.03658203035593033, 1.0], [0.051289062947034836, 0.45945313572883606, 0.07016601413488388, 0.6471093893051147], [0.049052733927965164, 0.6235937476158142, 0.08002929389476776, 0.9296093583106995], [0.0690625011920929, 0.6900781393051147, 0.1559179723262787, 1.0], [0.203857421875, 0.5444531440734863, 0.20735351741313934, 0.6370312571525574], [0.3022753894329071, 0.8046875, 0.3939160108566284, 1.0], [0.4056640565395355, 0.5684375166893005, 0.46656250953674316, 1.0], [0.48643553256988525, 0.659375011920929, 0.5214648246765137, 1.0], [0.5589160323143005, 0.5575781464576721, 0.5656347870826721, 0.8236718773841858], [0.5562109351158142, 0.6740624904632568, 0.5708789229393005, 0.8170312643051147], [0.5445215106010437, 0.5687500238418579, 0.5507714748382568, 0.7481250166893005], [0.6969433426856995, 0.5745312571525574, 0.6999413967132568, 0.6672656536102295]]"
1272,344,"[7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 7, 8, 8, 7, 7]","[[0.06702148169279099, 0.4957812428474426, 0.0710742175579071, 0.5908593535423279], [0.47724610567092896, 0.7225000262260437, 0.5102441310882568, 0.9940624833106995], [0.4886718690395355, 0.68359375, 0.517382800579071, 0.873828113079071], [0.5240820050239563, 0.5446093678474426, 0.5524511933326721, 0.7407031059265137], [0.5713086128234863, 0.6071875095367432, 0.590283215045929, 0.7290624976158142], [0.6066992282867432, 0.6025000214576721, 0.6269629001617432, 0.7127344012260437], [0.6324609518051147, 0.6009374856948853, 0.6489062309265137, 0.7065625190734863], [0.09364257752895355, 0.5432812571525574, 0.11378905922174454, 0.6692187786102295], [0.056884765625, 0.5145312547683716, 0.06589844077825546, 0.6004687547683716], [0.11591796576976776, 0.5257812738418579, 0.13801757991313934, 0.659375011920929], [0.0036718749906867743, 0.5178124904632568, 0.012177734635770321, 0.748828113079071], [0.05731445178389549, 0.49156248569488525, 0.06263671815395355, 0.6132031083106995], [0.2730371057987213, 0.5117968916893005, 0.27803710103034973, 0.5802343487739563], [0.3943749964237213, 0.48289063572883606, 0.40077149868011475, 0.5864843726158142], [0.5029882788658142, 0.5882031321525574, 0.5079590082168579, 0.6978124976158142], [0.5097754001617432, 0.5860937237739563, 0.514892578125, 0.6937500238418579]]"
1273,1150,"[7, 1, 1, 1]","[[0.07740234583616257, 0.4906249940395355, 0.08583984524011612, 0.7128124833106995], [0.0003906250058207661, 0.4300781190395355, 0.014042968861758709, 0.5643749833106995], [0.014414062723517418, 0.46781250834465027, 0.039794921875, 0.7152343988418579], [0.5090917944908142, 0.5462499856948853, 0.5147949457168579, 0.6111719012260437]]"
1274,636,"[8, 5, 5, 1, 1, 1, 7, 1, 1, 1, 1, 7, 7, 5, 5, 5]","[[0.46156251430511475, 0.5724218487739563, 0.4656933546066284, 0.6507812738418579], [0.4620703160762787, 0.617968738079071, 0.46558594703674316, 0.6646875143051147], [0.5966406464576721, 0.6019531488418579, 0.6133691668510437, 0.7221875190734863], [0.024033203721046448, 0.5828906297683716, 0.06636718660593033, 1.0], [0.10132812708616257, 0.628125011920929, 0.126220703125, 0.7924218773841858], [0.14460937678813934, 0.5720312595367432, 0.16678710281848907, 0.7124999761581421], [0.40623047947883606, 0.5876562595367432, 0.4112792909145355, 0.780078113079071], [0.29372069239616394, 0.8116406202316284, 0.39091795682907104, 1.0], [0.48017579317092896, 0.6258593797683716, 0.5049902200698853, 0.917187511920929], [0.501660168170929, 0.5784375071525574, 0.5117773413658142, 0.6610937714576721], [0.4889550805091858, 0.5666406154632568, 0.4984081983566284, 0.6341406106948853], [0.9305273294448853, 0.517578125, 0.9362402558326721, 0.6246874928474426], [0.9258886575698853, 0.47507813572883606, 0.9317773580551147, 0.6924999952316284], [0.6813281178474426, 0.5978124737739563, 0.6958691477775574, 0.8194531202316284], [0.6554101705551147, 0.6239843964576721, 0.6778613328933716, 0.7942187786102295], [0.628857433795929, 0.6146093606948853, 0.642773449420929, 0.7786718606948853]]"
1275,932,"[1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.981249988079071, 0.4838281273841858, 0.9906836152076721, 0.5935156345367432], [0.9645312428474426, 0.5073437690734863, 0.9845507740974426, 0.7317968606948853], [0.9568750262260437, 0.507031261920929, 0.9698730707168579, 0.6224218606948853], [0.35693359375, 0.7933593988418579, 0.4210546910762787, 1.0], [0.4685937464237213, 0.6035937666893005, 0.4830273389816284, 0.7368749976158142], [0.48591795563697815, 0.5471875071525574, 0.4921191334724426, 0.6168749928474426], [0.007080078125, 0.41734373569488525, 0.013134765438735485, 0.4909375011920929], [0.012031249701976776, 0.4114062488079071, 0.018710937350988388, 0.5092187523841858], [0.007392578292638063, 0.47523438930511475, 0.011962890625, 0.5213281512260437], [0.0031542968936264515, 0.4676562547683716, 0.007558593526482582, 0.49601563811302185], [0.0, 0.6172656416893005, 0.022724609822034836, 1.0], [0.9843456745147705, 0.5914843678474426, 1.0, 0.9717187285423279], [0.012167968787252903, 0.5161718726158142, 0.022060547024011612, 0.5806249976158142], [0.5163964629173279, 0.5370312333106995, 0.531542956829071, 0.7141406536102295], [0.48491209745407104, 0.6677343845367432, 0.524707019329071, 1.0], [0.49650391936302185, 0.5790625214576721, 0.5151464939117432, 0.6838281154632568], [0.01835937425494194, 0.530468761920929, 0.03496093675494194, 0.6742187738418579], [0.596875011920929, 0.5176562666893005, 0.7269433736801147, 1.0], [0.5123046636581421, 0.5093749761581421, 0.518750011920929, 0.5794531106948853], [0.03666992112994194, 0.5999218821525574, 0.072021484375, 0.8853124976158142]]"
1276,1058,"[1, 1, 1, 1, 1, 1, 2, 1, 7]","[[0.027265625074505806, 0.5375000238418579, 0.046757813543081284, 0.7619531154632568], [0.4245898425579071, 0.5846093893051147, 0.46875, 0.9614062309265137], [0.4746386706829071, 0.5440624952316284, 0.48554688692092896, 0.6700780987739563], [0.49571287631988525, 0.5759375095367432, 0.5176660418510437, 0.7642968893051147], [0.4849902391433716, 0.6826562285423279, 0.5276269316673279, 0.9939062595367432], [0.3903515636920929, 0.55859375, 0.40672850608825684, 0.6596093773841858], [0.006757812574505806, 0.35234373807907104, 0.02119140699505806, 0.60546875], [0.0, 0.58203125, 0.028798827901482582, 0.9965624809265137], [0.5006738305091858, 0.4959374964237213, 0.5037792921066284, 0.5780468583106995]]"
1277,1172,"[1, 7, 1]","[[0.509960949420929, 0.5698437690734863, 0.516894519329071, 0.6248437762260437], [0.7909277081489563, 0.5762500166893005, 0.81982421875, 1.0], [0.5276952981948853, 0.541015625, 0.5334082245826721, 0.6060156226158142]]"
1278,1082,"[1, 1, 1, 1, 1, 1, 2, 1, 7]","[[0.010283202864229679, 0.47062501311302185, 0.019599609076976776, 0.5611718893051147], [0.030087890103459358, 0.5274999737739563, 0.05869140475988388, 0.8103906512260437], [0.28910157084465027, 0.7634375095367432, 0.37898436188697815, 1.0], [0.49608397483825684, 0.5757812261581421, 0.5167675614356995, 0.7483593821525574], [0.4842578172683716, 0.6826562285423279, 0.526904284954071, 0.9939062595367432], [0.38975584506988525, 0.5623437762260437, 0.40523436665534973, 0.6610937714576721], [0.003037109272554517, 0.35835936665534973, 0.011923828162252903, 0.5177343487739563], [0.0, 0.5807812213897705, 0.02802734449505806, 0.995312511920929], [0.4954199194908142, 0.5092968940734863, 0.49853515625, 0.5914062261581421]]"
1279,337,"[7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 7, 8, 8, 7, 7]","[[0.07718750089406967, 0.5216405987739563, 0.08185546845197678, 0.6205468773841858], [0.4759277403354645, 0.7340624928474426, 0.5113281011581421, 0.9977343678474426], [0.4886718690395355, 0.68359375, 0.517382800579071, 0.873828113079071], [0.5451464653015137, 0.5489843487739563, 0.5706933736801147, 0.7233593463897705], [0.5814257860183716, 0.6149218678474426, 0.6012304425239563, 0.7215625047683716], [0.607958972454071, 0.607421875, 0.6266796588897705, 0.7061718702316284], [0.6325097680091858, 0.6034374833106995, 0.6483593583106995, 0.7054687738418579], [0.040986329317092896, 0.5546093583106995, 0.05015625059604645, 0.6198437213897705], [0.056884765625, 0.5145312547683716, 0.06589844077825546, 0.6004687547683716], [0.11591796576976776, 0.5257812738418579, 0.13801757991313934, 0.659375011920929], [0.02451171912252903, 0.5375781059265137, 0.033027343451976776, 0.6644531488418579], [0.06950195133686066, 0.5206249952316284, 0.07515624910593033, 0.6478124856948853], [0.3095019459724426, 0.48148438334465027, 0.31571289896965027, 0.5803124904632568], [0.4321972727775574, 0.5434374809265137, 0.43892577290534973, 0.690625011920929], [0.4893261790275574, 0.5872656106948853, 0.49430665373802185, 0.6958593726158142], [0.4951464831829071, 0.5870312452316284, 0.49924805760383606, 0.6890624761581421]]"
1280,1599,"[7, 1, 8]","[[0.6317773461341858, 0.6278906464576721, 0.6434081792831421, 1.0], [0.49245116114616394, 0.5662500262260437, 0.5081250071525574, 0.6717968583106995], [0.43269529938697815, 0.5022656321525574, 0.4371289014816284, 0.5893750190734863]]"
1281,539,"[8, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 7, 1]","[[0.2356542944908142, 0.6151562333106995, 0.2387402355670929, 0.6857030987739563], [0.3455761671066284, 0.5599218606948853, 0.36327147483825684, 0.6597656011581421], [0.4273046851158142, 0.45765626430511475, 0.4539746046066284, 0.6466405987739563], [0.4006933569908142, 0.5413281321525574, 0.41794922947883606, 0.6391406059265137], [0.45527344942092896, 0.46492186188697815, 0.4725585877895355, 0.6021093726158142], [0.4132031202316284, 0.5294530987739563, 0.42724609375, 0.6239843964576721], [0.48216795921325684, 0.4938281178474426, 0.49730467796325684, 0.5792187452316284], [0.31822264194488525, 0.697265625, 0.32568359375, 0.9818750023841858], [0.47197264432907104, 0.7272655963897705, 0.5308300852775574, 1.0], [0.46815431118011475, 0.6228906512260437, 0.4931933581829071, 0.8881250023841858], [0.0, 0.6010156273841858, 0.03340820223093033, 1.0], [0.21687500178813934, 0.6195312738418579, 0.21909180283546448, 0.6820312738418579], [0.9774511456489563, 0.6004687547683716, 1.0, 1.0]]"
1282,508,"[8, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 7, 7, 1, 1]","[[0.2578808665275574, 0.6146093606948853, 0.26221680641174316, 0.7080468535423279], [0.4144824147224426, 0.5157812237739563, 0.4320410192012787, 0.6317968964576721], [0.5251562595367432, 0.48304688930511475, 0.5363867282867432, 0.5599218606948853], [0.40894532203674316, 0.5301562547683716, 0.43034180998802185, 0.6627343893051147], [0.35374024510383606, 0.5645312666893005, 0.3609375059604645, 0.645312488079071], [0.45823243260383606, 0.5057812333106995, 0.47480469942092896, 0.5981249809265137], [0.5109081864356995, 0.44429686665534973, 0.5247363448143005, 0.5502343773841858], [0.2786914110183716, 0.6924218535423279, 0.2876269519329071, 0.9865624904632568], [0.47197264432907104, 0.7272655963897705, 0.5308300852775574, 1.0], [0.46815431118011475, 0.6228906512260437, 0.4931933581829071, 0.8881250023841858], [0.3277050852775574, 0.5848437547683716, 0.33742186427116394, 0.6384375095367432], [0.0, 0.6010156273841858, 0.03348632901906967, 1.0], [0.2205175757408142, 0.6174218654632568, 0.22273437678813934, 0.6878906488418579], [0.22872070968151093, 0.6201562285423279, 0.2306835949420929, 0.6896874904632568], [0.357666015625, 0.5444531440734863, 0.37388670444488525, 0.662890613079071], [0.9774511456489563, 0.6004687547683716, 1.0, 1.0]]"
1283,248,"[7, 8, 6, 6, 1, 5, 5, 6, 1, 7, 8, 7, 7, 5]","[[0.44435545802116394, 0.5807031393051147, 0.45076170563697815, 0.7799999713897705], [0.27955079078674316, 0.5787500143051147, 0.28648436069488525, 0.8953906297683716], [0.6362206935882568, 0.47968751192092896, 0.6444238424301147, 0.6644531488418579], [0.6316113471984863, 0.4854687452316284, 0.6373632550239563, 0.6639843583106995], [0.6618554592132568, 0.3824999928474426, 0.6743261814117432, 0.524218738079071], [0.6028125286102295, 0.4692968726158142, 0.6168847680091858, 0.6625000238418579], [0.5915429592132568, 0.4567187428474426, 0.6018750071525574, 0.614062488079071], [0.6252245903015137, 0.4563281238079071, 0.6321484446525574, 0.6311718821525574], [0.007294921670109034, 0.5318750143051147, 0.014814453199505806, 0.5978124737739563], [0.5467187762260437, 0.5141406059265137, 0.5613476634025574, 0.9989843964576721], [0.2743261754512787, 0.5799219012260437, 0.27900391817092896, 0.9120312333106995], [0.5064550638198853, 0.5537499785423279, 0.5112988352775574, 0.6646875143051147], [0.514355480670929, 0.5432812571525574, 0.5198535323143005, 0.66015625], [0.26103514432907104, 0.7074999809265137, 0.2847558557987213, 0.9112499952316284]]"
1284,219,"[7, 1, 1, 7, 8, 7, 7, 5]","[[0.4505371153354645, 0.5629687309265137, 0.45656248927116394, 0.7467187643051147], [0.016835937276482582, 0.5611718893051147, 0.029541015625, 0.7059375047683716], [0.4939941465854645, 0.5663281083106995, 0.5016113519668579, 0.6116406321525574], [0.48087891936302185, 0.5757812261581421, 0.490966796875, 0.9997656345367432], [0.31367188692092896, 0.5853906273841858, 0.31914061307907104, 0.8846874833106995], [0.5055176019668579, 0.5432031154632568, 0.5099413990974426, 0.6366406083106995], [0.5105370879173279, 0.5260156393051147, 0.5165429711341858, 0.6280468702316284], [0.31375977396965027, 0.6934375166893005, 0.3330956995487213, 0.8864062428474426]]"
1285,565,"[1, 1, 7, 1, 1, 1, 1, 1, 7, 7, 1, 7, 1]","[[0.47853514552116394, 0.4788281321525574, 0.4939941465854645, 0.5790625214576721], [0.3783203065395355, 0.5752343535423279, 0.40165039896965027, 0.7014843821525574], [0.26289063692092896, 0.668749988079071, 0.26982420682907104, 0.9633593559265137], [0.47197264432907104, 0.7272655963897705, 0.5308300852775574, 1.0], [0.46815431118011475, 0.6228906512260437, 0.4931933581829071, 0.8881250023841858], [0.3323339819908142, 0.5762500166893005, 0.3471093773841858, 0.6522656083106995], [0.39717772603034973, 0.5442968606948853, 0.41197264194488525, 0.6446874737739563], [0.0, 0.6010156273841858, 0.033574219793081284, 1.0], [0.224853515625, 0.6162499785423279, 0.22707031667232513, 0.6928125023841858], [0.23340819776058197, 0.6215624809265137, 0.23537109792232513, 0.6910937428474426], [0.4403125047683716, 0.49125000834465027, 0.4567187428474426, 0.6067968606948853], [0.11344726383686066, 0.5211718678474426, 0.11580078303813934, 0.5860156416893005], [0.9774511456489563, 0.6004687547683716, 1.0, 1.0]]"
1286,265,"[7, 7, 8, 6, 6, 1, 5, 5, 6, 7, 8, 7, 7, 5]","[[0.4221484363079071, 0.6212499737739563, 0.43037110567092896, 0.875], [0.43116211891174316, 0.5959374904632568, 0.43800780177116394, 0.7875781059265137], [0.20726563036441803, 0.5614843964576721, 0.2160058617591858, 0.8717187643051147], [0.6924804449081421, 0.4561718702316284, 0.7009375095367432, 0.6786718964576721], [0.6857226490974426, 0.4641406238079071, 0.6949511766433716, 0.6937500238418579], [0.6965917944908142, 0.3579687476158142, 0.710742175579071, 0.5134375095367432], [0.6511914134025574, 0.4644531309604645, 0.6642284989356995, 0.6949999928474426], [0.6287792921066284, 0.4259375035762787, 0.6407519578933716, 0.6223437786102295], [0.6699804663658142, 0.42406249046325684, 0.681835949420929, 0.635937511920929], [0.6131836175918579, 0.4527343809604645, 0.6362890601158142, 0.9995312690734863], [0.1989453136920929, 0.5598437786102295, 0.2080078125, 0.8792968988418579], [0.5097070336341858, 0.569531261920929, 0.5152050852775574, 0.7159374952316284], [0.5191894769668579, 0.5495312213897705, 0.5243945121765137, 0.6771875023841858], [0.19356445968151093, 0.6892969012260437, 0.21895508468151093, 0.8943750262260437]]"
1287,1535,"[7, 6, 6, 1]","[[0.5661816596984863, 0.5567187666893005, 0.5755175948143005, 0.8360937237739563], [0.5042187571525574, 0.5877344012260437, 0.5145117044448853, 0.7754687666893005], [0.48972657322883606, 0.5772656202316284, 0.501757800579071, 0.7734375], [0.7270410060882568, 0.5210156440734863, 0.7337109446525574, 0.6264843940734863]]"
1288,1522,"[7, 6, 6, 7, 1, 8]","[[0.5058203339576721, 0.4767187535762787, 0.5105175971984863, 0.616015613079071], [0.473388671875, 0.5025781393051147, 0.48122069239616394, 0.6328125], [0.46525391936302185, 0.49757811427116394, 0.4723828136920929, 0.6341406106948853], [0.9630175828933716, 0.4660937488079071, 0.9700878858566284, 0.7602343559265137], [0.6561230421066284, 0.5026562213897705, 0.6684277057647705, 0.6081249713897705], [0.6342187523841858, 0.52734375, 0.6386523246765137, 0.6336718797683716]]"
1289,261,"[7, 7, 8, 6, 6, 1, 5, 5, 6, 7, 8, 7, 7, 5]","[[0.4278808534145355, 0.6120312213897705, 0.4354492127895355, 0.8506249785423279], [0.4366992115974426, 0.5865625143051147, 0.4429882764816284, 0.7676562666893005], [0.2289160192012787, 0.5817187428474426, 0.23783202469348907, 0.8961718678474426], [0.6721972823143005, 0.45890626311302185, 0.6799706816673279, 0.6751562356948853], [0.6650292873382568, 0.46781250834465027, 0.6719726324081421, 0.6890624761581421], [0.6849609613418579, 0.3600781261920929, 0.699755847454071, 0.5188281536102295], [0.6335253715515137, 0.4605468809604645, 0.6468066573143005, 0.6821093559265137], [0.6135937571525574, 0.43812501430511475, 0.6253613233566284, 0.6297656297683716], [0.654980480670929, 0.4320312440395355, 0.6633691191673279, 0.6340625286102295], [0.5846288800239563, 0.4653906226158142, 0.6029297113418579, 0.9976562261581421], [0.21986328065395355, 0.573046863079071, 0.22890624403953552, 0.905078113079071], [0.5082226395606995, 0.563281238079071, 0.5134667754173279, 0.6946874856948853], [0.517333984375, 0.5486719012260437, 0.5226074457168579, 0.6737499833106995], [0.21355468034744263, 0.7012500166893005, 0.24043945968151093, 0.9182812571525574]]"
1290,1321,"[8, 7, 7, 1, 1, 1, 7, 7]","[[0.32340821623802185, 0.7674219012260437, 0.3457910120487213, 1.0], [0.9528515338897705, 0.44140625, 0.9617382884025574, 0.7884374856948853], [0.5252441167831421, 0.4991406202316284, 0.5279980301856995, 0.5793750286102295], [0.011455077677965164, 0.4076562523841858, 0.02402343787252903, 0.649609386920929], [0.02031249925494194, 0.45210936665534973, 0.05162109434604645, 0.8675000071525574], [0.04224609211087227, 0.599609375, 0.10556640475988388, 1.0], [0.384521484375, 0.5970312356948853, 0.39085936546325684, 0.8257812261581421], [0.38966795802116394, 0.6228906512260437, 0.3970703184604645, 0.7992187738418579]]"
1291,523,"[8, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 7, 7, 1]","[[0.2454492151737213, 0.6165624856948853, 0.24956054985523224, 0.6974218487739563], [0.37861329317092896, 0.5393750071525574, 0.39686524868011475, 0.6592187285423279], [0.4800097644329071, 0.49070313572883606, 0.49853515625, 0.604687511920929], [0.3539746105670929, 0.5099999904632568, 0.3800585865974426, 0.6839062571525574], [0.4302441477775574, 0.5243750214576721, 0.44730469584465027, 0.6206250190734863], [0.4823632836341858, 0.45601561665534973, 0.49983397126197815, 0.5805468559265137], [0.4685742259025574, 0.48804688453674316, 0.48261719942092896, 0.5825781226158142], [0.29807618260383606, 0.699999988079071, 0.3021191358566284, 0.9903125166893005], [0.47197264432907104, 0.7272655963897705, 0.5308300852775574, 1.0], [0.46815431118011475, 0.6228906512260437, 0.4931933581829071, 0.8881250023841858], [0.0, 0.6010156273841858, 0.033447265625, 1.0], [0.21875976026058197, 0.6184375286102295, 0.2209765613079071, 0.6850000023841858], [0.2272070348262787, 0.6182031035423279, 0.22916992008686066, 0.6877343654632568], [0.9774511456489563, 0.6004687547683716, 1.0, 1.0]]"
1292,746,"[7, 7, 1, 1, 1, 1, 7, 8, 5, 1, 1, 1, 1, 3, 1]","[[0.964550793170929, 0.4733593761920929, 0.9684668183326721, 0.5726562738418579], [0.9616894721984863, 0.4776562452316284, 0.9680469036102295, 0.6486718654632568], [0.12226562201976776, 0.774609386920929, 0.19228515028953552, 1.0], [0.2547851502895355, 0.8648437261581421, 0.36699217557907104, 1.0], [0.4740234315395355, 0.5096874833106995, 0.494384765625, 0.7916406393051147], [5.859374869032763e-05, 0.546093761920929, 0.020781250670552254, 0.8492968678474426], [0.07991211116313934, 0.5264843702316284, 0.08415038883686066, 0.6719531416893005], [0.11249023675918579, 0.5603906512260437, 0.12065429985523224, 0.76171875], [0.11131835728883743, 0.667187511920929, 0.1220996081829071, 0.7969531416893005], [0.13981445133686066, 0.5078125, 0.15205077826976776, 0.5615624785423279], [0.01010742224752903, 0.482421875, 0.015625, 0.5391406416893005], [0.10803710669279099, 0.5171874761581421, 0.11904297024011612, 0.569140613079071], [0.023281250149011612, 0.520703136920929, 0.03120117262005806, 0.5920312404632568], [0.5250585675239563, 0.27601563930511475, 0.5899902582168579, 0.9977343678474426], [0.50244140625, 0.5971875190734863, 0.517285168170929, 0.7790625095367432]]"
1293,793,"[1, 7, 8, 1, 5, 1, 1, 1, 1, 1, 1, 3, 1]","[[0.0005371093866415322, 0.6182031035423279, 0.04248046875, 1.0], [0.2124609351158142, 0.6135156154632568, 0.22019530832767487, 0.9252343773841858], [0.13355468213558197, 0.5918750166893005, 0.14045898616313934, 0.817187488079071], [0.140625, 0.5176562666893005, 0.15416015684604645, 0.599609375], [0.13330078125, 0.706250011920929, 0.1394921839237213, 0.8837500214576721], [0.06853515654802322, 0.5463281273841858, 0.08095703274011612, 0.6124218702316284], [0.053984373807907104, 0.5735937356948853, 0.07050780951976776, 0.6532812714576721], [0.019931640475988388, 0.5346875190734863, 0.031142577528953552, 0.6454687714576721], [0.026982421055436134, 0.5871875286102295, 0.04814453050494194, 0.8885156512260437], [0.04423828050494194, 0.5657812356948853, 0.053251951932907104, 0.6513281464576721], [0.4615136682987213, 0.6104687452316284, 0.47609373927116394, 0.7387499809265137], [0.7691015601158142, 0.0, 0.9795215129852295, 0.9962499737739563], [0.4845605492591858, 0.6556249856948853, 0.5248730182647705, 1.0]]"
1294,704,"[1, 1, 1, 7, 1, 1, 1, 1, 3, 1, 7, 7, 7, 5, 5, 5]","[[0.023710938170552254, 0.6063281297683716, 0.06681640446186066, 1.0], [0.09901367127895355, 0.5971875190734863, 0.12225586175918579, 0.7542187571525574], [0.13787108659744263, 0.5346093773841858, 0.158447265625, 0.6746875047683716], [0.38013672828674316, 0.5792187452316284, 0.3835156261920929, 0.719531238079071], [0.3684960901737213, 0.6821093559265137, 0.41764649748802185, 1.0], [0.4433007836341858, 0.6505468487739563, 0.46742188930511475, 0.9353906512260437], [0.452880859375, 0.6018750071525574, 0.4627050757408142, 0.6812499761581421], [0.4396679699420929, 0.5801562666893005, 0.44911134243011475, 0.647656261920929], [0.9798925518989563, 0.4471093714237213, 0.9917578101158142, 0.6196874976158142], [0.9605175852775574, 0.5241405963897705, 0.9724218845367432, 0.6415625214576721], [0.8518847823143005, 0.5160156488418579, 0.8590332269668579, 0.6635156273841858], [0.845654308795929, 0.508984386920929, 0.8524706959724426, 0.6705468893051147], [0.8343261480331421, 0.4998437464237213, 0.8416211009025574, 0.7686718702316284], [0.5736914277076721, 0.6002343893051147, 0.5888281464576721, 0.771484375], [0.559374988079071, 0.6286718845367432, 0.5767675638198853, 0.77734375], [0.5451757907867432, 0.6280468702316284, 0.5587695240974426, 0.7521874904632568]]"
1295,1199,"[7, 1]","[[0.544140636920929, 0.5374218821525574, 0.5517284870147705, 0.7692187428474426], [0.5295605659484863, 0.5452343821525574, 0.5352734327316284, 0.610156238079071]]"
1296,285,"[7, 7, 7, 7, 8, 6, 5, 5, 7, 8, 7, 7, 5]","[[0.2774414122104645, 0.6150000095367432, 0.28879883885383606, 1.0], [0.3362695276737213, 0.6723437309265137, 0.34879884123802185, 0.9958593845367432], [0.3426464796066284, 0.682812511920929, 0.35664063692092896, 0.994921863079071], [0.3745800852775574, 0.6629687547683716, 0.38670897483825684, 0.9378906488418579], [0.11768554896116257, 0.5502343773841858, 0.1249707043170929, 0.7560937404632568], [0.8386523723602295, 0.421875, 0.8497070074081421, 0.647656261920929], [0.8273046612739563, 0.427734375, 0.8374804854393005, 0.6775000095367432], [0.7934863567352295, 0.361328125, 0.8023437261581421, 0.6382812261581421], [0.9198828339576721, 0.4108593761920929, 0.9345800876617432, 0.9984375238418579], [0.11171875149011612, 0.546875, 0.11708984524011612, 0.7604687213897705], [0.526660144329071, 0.5572656393051147, 0.5367090106010437, 0.8955468535423279], [0.5374511480331421, 0.5879687666893005, 0.5454199314117432, 0.7471093535423279], [0.10912109166383743, 0.6322656273841858, 0.1260644495487213, 0.7414844036102295]]"
1297,626,"[1, 8, 5, 7, 7, 7, 7, 7, 7, 7, 1, 5, 1, 1, 7, 1, 1, 1, 1, 5, 5, 5]","[[0.07281249761581421, 0.5539844036102295, 0.08532226830720901, 0.6271874904632568], [0.17542968690395355, 0.5947656035423279, 0.18202148377895355, 0.8671875], [0.17073242366313934, 0.7302343845367432, 0.18129882216453552, 0.8919531106948853], [0.4361621141433716, 0.5914062261581421, 0.4404003918170929, 0.7357031106948853], [0.4705175757408142, 0.5657031536102295, 0.4739746153354645, 0.6596875190734863], [0.4637695252895355, 0.5772656202316284, 0.4674316346645355, 0.6760937571525574], [0.46088868379592896, 0.5810937285423279, 0.4647558629512787, 0.6961718797683716], [0.5423535108566284, 0.5464062690734863, 0.5467382669448853, 0.6908593773841858], [0.5382617115974426, 0.5512499809265137, 0.5420898199081421, 0.6937500238418579], [0.5323241949081421, 0.5495312213897705, 0.5362011790275574, 0.6736719012260437], [0.9299120903015137, 0.6065624952316284, 0.9759765863418579, 1.0], [0.8647558689117432, 0.5717187523841858, 0.8765332102775574, 0.7208593487739563], [0.0, 0.6120312213897705, 0.03730468824505806, 1.0], [0.0002050781185971573, 0.5217968821525574, 0.009121093899011612, 0.6239062547683716], [0.10724609345197678, 0.5703125, 0.11310546845197678, 0.803515613079071], [0.013808594085276127, 0.5458593964576721, 0.02993164025247097, 0.6717187762260437], [0.4882226586341858, 0.6870312690734863, 0.5299218893051147, 1.0], [0.5159277319908142, 0.5825781226158142, 0.5260449051856995, 0.6651562452316284], [0.49702149629592896, 0.5965625047683716, 0.5135351419448853, 0.7232812643051147], [0.9133007526397705, 0.544140636920929, 0.9249120950698853, 0.6647655963897705], [0.9074511528015137, 0.5518749952316284, 0.9179980754852295, 0.6626562476158142], [0.8911523222923279, 0.5489062666893005, 0.9041503667831421, 0.686328113079071]]"
1298,1189,"[1, 1]","[[0.0, 0.44859373569488525, 0.009033203125, 0.5490624904632568], [0.5067187547683716, 0.5533593893051147, 0.5124316215515137, 0.6182812452316284]]"
